Real,K-AGRUED,LSTM,GRUED,SVR,ARIMA
617,802.422,817.856,781.51,836.567,849.829
673,625.507,611.3,655.603,639.711,606.254
801,699.974,677.649,718.47,683.811,622.948
594,746.882,757.022,738.903,785.327,792.018
733,630.633,613.227,653.983,640.9,596.86
816,758.201,746.08,756.261,737.929,689.059
745,804.509,807.63,788.443,796.437,778.37
527,694.952,713.198,691.027,746.698,772.21
618,551.157,538.679,587.307,593.362,574.194
846,676.429,650.074,695.804,656.51,587.772
682,811.239,824.436,790.474,819.044,822.664
583,659.57,666.132,667.293,701.962,706.097
639,597.691,588.39,623.928,630.948,611.566
649,642.674,638.145,658.56,670.802,654.14
625,644.206,643.119,658.337,677.886,668.392
470,586.927,598.768,605.661,660.331,687.373
434,462.827,462.664,510.454,550.055,575.667
678,498.372,470.487,552.559,524.923,488.245
619,664.468,667.023,673.639,698.651,694.218
816,668.295,644.704,688.669,655.112,595.553
671,784,796.433,768.621,800.53,802.343
544,639.893,649.062,650.725,693.178,706.891
500,532.471,532.373,567.476,599.423,613.323
304,451.111,466.151,494.506,567.314,627.746
770,435.422,387.916,512.354,435.102,373.431
751,767.707,767.035,760.725,767.094,741.594
620,720.085,730.321,716.639,752.856,757.348
710,641.474,627.987,662.862,653.939,621.156
788,730.029,718.675,734.412,721.787,678.823
448,705.326,736.716,695.472,780.857,833.467
671,505.137,478.17,559.549,526.541,493.071
560,642.491,649.243,654.721,691.701,701.039
642,578.632,565.117,612.52,607.308,586.587
699,654.707,644.118,672.881,669.116,640.572
518,653.171,666.905,660.481,712.649,735.17
716,565.849,540.525,608.48,574.72,532.66
841,746.785,729.86,751.132,725.444,668.878
751,820.856,826.931,802.264,821.336,805.449
680,733.362,736.181,731.316,752.231,739.996
659,673.059,669.866,684.89,696.988,681.179
451,604.777,619.941,620.935,680.429,714.227
464,454.477,448.159,511.358,522.435,539.43
429,454.73,452.977,509.5,531.367,557.354
482,443.617,433.784,505.161,505.414,516.75
697,534.257,507.188,586.243,543.588,502.785
809,722.824,705.483,732.414,708.786,655.722
885,828.368,815.54,816.401,796.174,738.934
648,827.405,846.409,801.81,854.553,869.448
552,620.518,623.206,640.61,669.392,674.541
458,524.694,527.434,564.499,594.191,615.14
678,512.063,485.051,570.601,522.646,483.809
555,643.847,648.777,658.527,692.021,698.28
719,591.812,568.525,631.931,595.161,549.926
500,661.42,675.635,668.18,723.815,747.625
618,526.361,508.618,578.174,552.031,528.323
742,644.286,624.042,672.367,643.112,595.37
693,727.021,723.545,729.711,741.069,718.182
625,672.04,670.237,685.037,701.776,689.55
486,585.192,590.775,612.687,647.373,662.83
622,516.921,497.906,573.373,538.85,511.28
551,598.912,597.46,627.64,644.122,642.089
593,556.348,544.895,600.317,587.817,569.739
648,601.103,587.328,636.607,620.274,590.693
454,593.992,604.006,618.106,663.437,686.353
484,465.297,460.066,514.17,546.825,555.796
603,516.39,501.732,560.025,565.901,546.984
759,643.681,624.544,665.547,646.635,597.495
789,771.302,764.73,764.93,756.607,718.651
883,817.877,805.02,806.411,778.076,721.419
899,893.869,888.636,867.323,844.511,800.751
855,894.861,895.787,865.939,856.151,826.711
799,847.241,849.822,825.08,825.801,801.942
957,843.522,824.889,830.577,786.275,713.314
887,945.943,949.83,908.813,897.954,873.168
646,832.975,854.576,805.922,849.703,870.47
773,678.76,662.534,693.563,675.57,628.909
630,741.077,752.805,732.853,768.311,773.42
692,645.969,636.063,664.01,663.578,635.841
772,713.533,702.317,720.105,708.966,667.889
686,753.869,760.004,746.039,768.011,759.123
552,653.609,663.678,661.516,704.407,717.751
581,558.784,551.487,592.115,605.614,599.719
754,623.606,601.951,651.621,626.411,579.403
790,765.342,759.062,761.061,755.014,717.545
816,799.589,794.688,788.97,781.955,743.262
696,789.541,799.494,774.466,801.444,796.853
862,737.983,717.82,744.745,711.378,648.374
579,795.38,822.026,772.666,835.912,868.421
563,573.583,570.306,603.02,622.955,623.583
756,609.734,585.395,642.43,610.682,561.884
648,730.388,738.058,726.443,756.624,754.451
725,666.073,653.767,682.737,674.165,639.929
641,704.324,708.95,706.399,732.856,728.066
502,604.692,613.693,623.061,668.352,688.964
677,544.604,521.725,590.025,563.374,530.377
657,670.805,668.044,682.525,695.534,680.697
718,670.54,659.335,686.333,679.9,647.584
584,683.94,692.791,688.053,726.836,734.566
468,552.328,558.112,582.874,623.226,646.797
590,498.077,480.61,551.211,535.901,522.42
761,629.833,606.726,659.662,627.092,577.436
632,728.68,736.886,725.138,759.593,759.99
489,593.365,601.568,615.305,658.863,680.135
472,483.09,479.136,533.437,549.298,565.301
471,470.676,465.373,524.561,536.186,551.48
483,472.877,466.289,527.267,534.921,546.903
629,517.773,497.566,570.198,543.305,518.977
614,621.671,616.38,645.375,654.841,643.118
792,654.664,629.945,681.661,642.744,584.923
716,772.525,773.945,764.155,782.39,763.699
672,702.534,699.916,709.296,722.36,704.015
626,656.989,654.208,672.894,687.28,675.168
546,601.735,602.249,627.331,650.625,653.812
645,566.574,549.859,608.833,587.746,560.072
609,631.67,627.403,653.876,664.838,653.126
652,614.991,602.928,644.941,636.022,610.056
820,689.49,664.456,710.773,669.594,604.898
803,814.731,808.014,802.06,802.333,762.859
739,785.441,783.022,776.244,788.664,762.01
663,716.757,715.165,720.677,737.63,720.413
729,674.597,658.964,694.659,676.696,633.876
474,661.48,677.27,667.914,728.902,756.649
897,576.951,529.849,636.992,528.2,429.888
834,880.684,876.397,854.091,860.358,823.783
733,815.643,821.088,796.581,808.158,795.832
767,745.951,738.73,744.011,737.929,701.309
771,773.149,768.989,765.332,762.039,729.574
760,773.347,770.852,764.9,765.092,736.189
897,798.928,781.805,792.444,757.514,692.9
833,887.983,890.644,859.342,854.229,829.763
833,839.011,835.844,820.338,809.862,773.404
932,863.619,850.742,844.985,810.225,749.144
974,949.184,941.807,915.509,880.132,828.03
782,932.267,948.188,892.879,909.582,914.918
783,786.586,783.818,776.664,774.49,742.552
882,811.965,799.486,801.934,775.412,718.968
904,893.402,889.047,867.158,847.015,802.406
674,852.456,873.447,822.882,863.08,880.369
700,681.632,675.65,691.548,695.706,670.577
927,758.326,732.467,763.525,714.83,636.016
600,850.898,881.989,817.942,880.73,921.273
594,598.085,594.524,622.341,640.661,635.105
530,577.411,579.535,602.959,635.964,645.973
613,550.262,537.362,588.072,588.869,573.712
730,641.55,625.559,663.794,649.475,611.123
849,761.199,746.232,761.503,737.055,681.531
967,882.553,869.009,861.945,826.097,759.348
860,944.866,954.469,906.129,912.085,895.838
834,857.46,858.346,835.118,834.633,802.916
782,824.351,827.503,806.438,815.436,791.999
673,756.787,764.907,748.102,776.356,771.691
361,594.281,621.157,606.127,693.228,752.527
682,449.04,413.982,519.039,465.37,426.74
699,685.438,679.289,695.865,699.758,675.273
726,705.171,698.105,712.481,712.649,683.17
731,727.17,722.519,729.462,733.294,705.652
657,712.4,715.57,713.88,737.023,728.328
728,672.903,660.566,688.88,679.655,644.652
857,759.79,742.311,762.131,734.424,674.932
437,754.367,793.278,733.126,833.521,898.466
648,490.862,465.01,550.004,512.895,483.635
926,714.964,681.301,733.504,671.602,585.343
647,858.977,883.862,826.347,885.529,910.464
807,684.179,662.022,703.341,670.227,613.097
854,819.365,809.898,807.542,794.894,745.741
661,807.203,822.031,786.919,831.025,837.671
814,696.239,674.392,713.247,680.251,621.819
993,859.086,835.756,846.299,799.904,716.115
874,964.899,972.552,921.914,935.133,916.009
853,869.958,866.665,846.423,845.937,806.778
657,804.705,818.412,785.027,829.636,835.293
822,694.492,670.599,713.467,675.435,612.832
951,854.026,834.348,840.324,805.186,731.27
834,922.991,928.496,886.515,903.781,883.199
917,854.485,838.86,838.751,814.083,749.798
933,921.831,913.083,891.131,877.813,824.472
582,846.028,873.666,812.628,889.747,926.986
540,566.5,563.064,602.666,613.934,613.063
633,558.624,542.427,603.794,580.732,553.508
688,641.625,627.573,667.732,653.28,618.434
840,721.517,697.081,736.306,696.614,628.621
719,808.548,810.832,792.536,816.743,799.591
1045,796.36,753.838,805.123,720.523,603.767
952,1020.32,1018.95,969.081,971.032,938.044
803,922.374,930.943,885.971,888.436,882.449
751,796.133,797.194,782.169,787.003,765.042
748,755.003,751.588,749.963,750.765,721.676
934,799.028,776.87,794.576,748.822,673.013
968,949.7,941.859,915.742,879.061,828.472
896,956.834,959.501,918.292,902.789,877.911
902,904.341,900.288,875.864,854.066,812.27
802,883.745,890.515,854.393,858.765,843.292
843,817.339,810.411,803.887,788.425,744.452
637,797.265,815.228,777.09,818.057,832.715
737,662.999,649.44,679.37,669.198,630.497
1073,824.07,787.601,822.151,741.923,631.044
839,1017.58,1037.27,966.383,977.943,993.711
767,826.131,831.202,806.767,816.507,798.206
574,722.139,738.907,715.116,764.205,782.539
661,595.484,582.622,624.356,622.281,597.767
607,648.082,649.901,660.669,685.886,682.738
850,667.394,638.983,690.323,645.81,576.841
969,884.377,870.732,863.423,825.913,759.082
886,953.345,960.321,914.416,911.769,889.868
747,856.111,868.557,829.432,852.748,848.042
938,796.628,774.673,793.811,749.834,674.329
854,921.874,929.099,887.304,891.001,869.991
881,864.75,860.322,843.357,829.995,785.549
900,890.009,886.583,864.24,850.144,805.85
729,861.573,877.254,832.805,864.341,866.37
859,762.208,745.713,763.277,736.076,677.544
748,834.776,843.943,812.742,834.391,823.589
834,770.399,758.339,768.161,750.448,700.417
701,803.536,814.401,785.882,815.842,812.06
638,684.716,686.676,691.643,714.188,706.94
668,643.629,635.468,662.95,665.541,644.081
664,665.49,660.897,679.133,688.382,670.677
750,683.777,670.009,698.382,685.063,645.26
663,728.337,732.742,726.48,751.457,743.337
699,669.984,660.927,685.158,683.795,656.222
893,746.074,721.425,754.358,711.537,639.094
888,894.355,891.756,867.096,860.777,819.143
868,885.406,884.033,859.031,857.024,819.134
1000,902.98,885.959,880.089,841.842,766.901
893,975.322,982.956,931.441,940.007,919.197
786,868.291,874.926,841.214,860.753,843.375
716,768.321,769.84,760.693,778.274,759.753
729,717.215,709.535,723.402,723.189,691.68
886,766.377,744.186,770.163,733.159,663.643
685,837.129,851.945,811.483,855.116,860.208
933,743.871,711.911,756.902,697.879,610.766
695,874.998,893.223,841.436,890.515,901.699
671,685.79,680.658,697.224,705.135,683.828
853,712.694,686.74,729.278,685.788,616.015
730,822.362,827.469,803.069,828.856,814.593
675,713.384,710.743,718.316,731.883,712.423
629,659.346,655.607,675.839,687.848,673.171
629,624.104,615.887,650.469,650.965,631.486
536,600.723,601.662,627.378,650.54,653.836
585,543.596,531.869,589.943,577.148,561.219
598,582.874,573.632,619.394,614.911,598.294
697,617.219,599.042,651.334,624.687,583.75
606,669.654,668.996,683.058,702.964,693.411
789,645.971,619.029,679.05,630.075,565.682
661,762.969,771.485,751.299,776.916,774.944
769,690.754,676.29,701.81,687.347,641.252
911,809.697,791.731,801.537,763.448,696.286
761,880.822,891.313,850.111,862.732,858.861
849,787.703,775.48,781.045,758.224,705.758
657,807.429,823.192,786.153,820.744,831.026
744,680.685,668.528,692.921,684.103,645.003
772,754.833,748.94,751.359,746.568,711.407
777,777.635,774.232,769.318,766.876,734.686
727,768.86,771.078,759.741,770.676,751.866
610,700.714,709.437,700.51,734.566,737.987
579,602.741,602.099,624.289,649.481,647.906
580,579.388,575.352,606.889,626.86,622.609
798,634.509,608.712,661.96,627.267,568.73
1238,912.135,865.845,899.709,786.933,644.023
901,1143.62,1170.76,1078.47,1083.58,1131.56
796,880.286,889.151,851.205,862.195,848.378
696,774.659,782.446,762.775,785.999,778.317
669,690.302,689.693,696.577,711.704,697.015
535,635.819,645.552,647.282,691.44,707.23
819,605.326,572.246,642.38,592.066,525.755
1021,873.106,850.891,857.515,803.674,718.33
783,965.331,987.893,919.478,949.465,965.319
823,795.491,788.967,786.357,776.977,735.274
725,801.766,809.46,785.681,807.08,796.145
661,709.752,712.703,711.447,733.101,723.661
549,632.188,639.031,646.183,684.269,695.422
760,600.085,573.735,635.873,599.49,548.646
916,800.201,781.307,795.739,759.614,690.737
666,857.398,880.804,826.196,876.983,897.332
655,661.978,658.321,675.664,687.28,671.953
690,662.143,653.645,678.145,678.601,653.259
585,662.689,668.443,672.052,705.364,709.767
558,575.704,572.691,605.827,624.35,625.681
444,526.922,532.48,562.562,603.44,631.234
506,460.289,449.207,517.854,518.5,525.157
462,493.105,491.767,539.334,563.438,583.415
671,513.918,487.808,568.758,530.443,496.081
648,662.967,659.428,677.141,689.235,674.489
780,678.193,658.842,697.156,671.007,620.721
817,789.216,780.431,782.465,773.927,729.918
684,784.447,792.857,770.881,802.513,797.138
497,634.662,646.944,647.047,698.306,721.493
491,493.161,487.906,543.206,553.272,563.743
515,494.773,486.61,546.303,548.266,552.151
666,549.662,528.378,596.827,565.887,532.8
691,668.773,659.063,685.671,682.883,654.299
722,695.6,685.162,707.629,702.297,668.199
799,738.634,723.493,744.583,726.504,676.342
738,782.849,781.695,773.689,786.951,762.22
935,784.719,757.154,787.827,738.548,655.543
769,894.431,903.979,860.657,891.447,882.817
904,800.676,778.872,797.913,762.457,690.473
638,837.919,856.514,809.611,867.467,884.344
824,679.555,652.502,704.321,657.672,589.755
763,807.516,804.512,794.344,804.858,775.058
749,756.681,748.571,755.877,756.336,720.314
595,707.196,712.812,709.474,744.831,744.895
684,611.599,594.383,646.68,621.852,583.417
759,697.769,680.413,714.199,692.155,642.397
631,732.252,740.951,725.703,755.977,756.853
637,634.7,630.493,651.285,666.361,650.098
693,653.152,643.968,668.716,670.411,641.03
704,698.916,694.276,704.291,709.85,684.236
753,719.53,711.181,722.991,717.688,681.409
866,785.605,771.016,780.407,752.714,695.008
685,827.286,842.106,803.371,833.112,839.695
763,706.888,695.763,714.06,704.119,663.605
645,737.663,746.529,730.914,760.395,759.86
729,667.277,655.38,682.045,675.13,639.072
740,734.764,730.7,734.201,736.021,707.207
757,747.396,742.848,744.939,744.111,712.642
874,789.679,775.295,784.273,756.628,698.385
834,869.673,871.648,844.698,841.696,813.078
861,845.647,840.883,827.151,813.174,770.526
914,879.47,872.315,856.615,833.042,782.011
756,880.112,894.297,849.074,871.484,870.314
925,800.931,781.418,796.11,756.381,685.456
845,910.385,916.974,877.727,880.157,858.952
803,838.9,841.34,818.815,822.495,796.231
1068,872.643,843.983,859.75,791.633,691.985
790,1000.86,1026.98,949.518,980.916,1007.08
610,747.803,763.423,737.341,782.156,794.847
577,600.621,599.349,623.929,646.439,646.046
618,585.832,576.844,615.652,621.464,608.196
688,634.184,622.493,656.298,651.911,624.35
555,654.488,663.755,663.311,704.83,717.371
413,517.785,526.747,552.423,603.959,640.249
737,497.347,460.751,558.492,500.781,449.6
756,742.229,736.595,742.173,741.958,709.813
554,706.313,722.909,702.823,756.451,777.198
586,559.813,551.027,595.523,601.626,594.159
592,585.08,578.872,614.786,625.469,618.544
777,635.716,611.529,664.466,629.693,576.793
841,793.763,783.428,786.832,772.309,723.485
601,783.071,803.788,764.625,821.353,842.484
710,625.368,608.489,653.02,635.55,599.48
606,682.682,687.785,688.986,719.894,720.228
712,629.388,612.594,656.512,638.707,602.047
437,641.694,663.56,647.95,721.023,763.297
585,474.776,455.282,535.185,510.606,496.179
547,571.958,569.233,604.024,621.345,623.52
578,551.353,541.837,591.275,591.68,583.315
779,624.478,597.682,658.484,615.126,558.186
741,768.856,766.61,762.846,772.423,745.924
532,687.022,701.298,688.605,742.349,762.499
699,570.157,546.986,614.27,578.376,537.568
677,690.516,685.404,700.919,708.623,686.664
601,654.439,654.477,669.554,690.889,685.145
662,611.721,598.161,642.741,630.576,602.342
441,602.658,616.835,621.346,678.293,710.196
521,460.636,448.433,524.258,507.381,505.279
544,522.77,514.041,571.096,567.061,561.995
1193,701.661,629.809,745.663,584.313,417.784
723,1066.44,1104.24,997.572,1073.97,1141.51
864,754.638,731.378,761.868,724.897,655.428
915,876.154,861.686,855.431,835.79,774.371
543,821.924,849.46,791.913,874.814,915.626
808,604.129,570.561,650.127,581.098,508.282
666,770.294,773.921,760.903,790.859,780.639
788,699.508,683.56,709.569,690.905,640.344
806,798.297,792.447,786.845,776.519,738.36
940,845.55,828.228,831.134,789.437,720.931
940,947.31,942.425,912.524,882.483,840.065
1053,975.43,959.614,940.644,883.145,812.614
712,972.429,1000.46,923.765,959.014,1000.96
653,700.429,703.051,702.603,723.496,713.622
773,684.712,669.255,697.786,681.136,634.555
766,775.659,773.459,767.169,767.596,738.307
635,737.341,747.612,730.135,762.731,765.264
718,656.717,644.846,673.462,667.752,633.604
806,742.593,730.788,744.104,728.059,681.414
843,819.852,813.778,805.942,792.328,749.363
832,845.453,844.44,825.435,819.398,785.557
531,761.609,789.634,743.443,811.721,851.226
614,551.73,539.167,588.666,591.315,575.628
606,611.85,608.659,633.308,651.208,643.781
570,596.635,596.116,619.753,645.074,646.02
577,571.096,565.985,601.195,618.354,614.78
782,627.47,602.512,656.406,623.148,568.885
410,691.896,726.705,682.689,775.989,837.572
626,468.138,442.724,528.091,503.309,479.809
885,689.931,659.688,710.007,658.687,582.718
695,841.943,859.481,815.502,852.844,860.681
571,664.177,672.83,671.391,710.41,719.921
431,534.46,543.454,565.623,616.641,649.647
700,500.588,469.257,558.044,514.582,473.284
550,662.368,673.379,669.046,713.849,728.903
860,625.706,589.372,661.518,599.833,523.966
866,864.763,862.034,842.662,835.396,794.942
720,832.72,845.135,809.66,840.004,836.958
773,733.024,723.494,736.459,728.671,689.781
623,736.452,747.79,730.034,769.375,774.902
864,680.927,651.309,703.584,653.452,581.308
740,835.626,845.204,813.12,838.795,829.505
784,750.693,741.699,750.88,743.578,703.647
588,735.646,751.04,727.646,777.533,792.502
591,585.706,579.29,616.168,625.188,617.652
631,597.834,587.616,627.944,627.125,609.565
791,667.971,645.735,690.333,657.763,603.179
839,803.235,793.479,794.405,782.481,734.609
756,819.416,823.077,801.825,819.499,799.783
555,704.829,719.13,702.974,754.825,772.279
571,555.39,547.241,594.007,597.38,590.935
702,599.889,580.044,635.583,609.292,570.795
540,658.865,668.18,668.245,711.605,724.998
338,485.758,499.379,528.273,584.51,634.398
563,403.589,380.499,483.919,436.871,423.668
547,554.726,549.339,593.222,601.359,599.624
632,564.058,548.728,606.115,588.518,564.153
682,640.027,627.224,664.925,654.566,623.441
612,660.612,659.456,675.408,693.781,684.536
614,607.626,599.51,637.246,637.96,621.285
699,630.257,613.695,659.757,639.109,600.884
734,703.767,691.422,715.756,706.169,666.882
804,748.14,731.956,753.092,733.652,680.549
743,786.911,783.512,777.831,788.79,760.289
721,734.054,726.489,737.575,740.055,707.831
491,659.404,672.469,667.746,722.119,744.104
431,472.341,472.972,529.389,540.556,558.892
572,471.124,455.193,524.017,531.987,517.961
624,586.616,577.989,614.137,625.451,607.13
588,616.946,616.976,634.916,661.301,656.876
885,663.661,630.437,688.412,635.921,554.253
780,865.775,872.344,838.907,845.386,831.633
702,765.518,770.037,755.64,771.947,759.294
624,685.435,689.926,689.419,716.326,712.439
567,610.976,613.114,629.443,660.384,662.397
597,575.152,568.43,604.375,619.619,609.491
630,605.893,598.883,629.633,640.638,624.857
618,627.89,625.491,645.569,664.138,654.506
720,644.084,630.185,664.131,655.264,619.158
810,744.997,733.029,746.235,729.555,682.266
725,793.297,799.523,778.766,795.471,782.717
848,758.082,742.875,758.595,733.291,677.3
880,861.011,855.895,840.259,823.624,778.721
744,851.336,863.241,825.499,847.101,842.152
873,778.627,762.987,775.97,747.469,687.873
718,839.227,853.127,814.551,842.687,842.848
859,754.688,737.484,756.99,728.098,668.589
832,856.748,857.809,834.402,833.016,801.971
1119,907.624,877.04,889.818,813.321,705.673
965,1080.11,1093.33,1023.35,1015.3,1011.39
1061,993.632,982.933,955.176,910.664,843.716
837,1007.32,1028.36,956.533,977.876,990.064
1016,885.16,865.246,866.735,817.679,736.258
1014,1018.99,1018.08,973.557,947.823,904.123
871,981.662,994.841,936.443,946.824,938.213
750,844.323,854.521,820.337,843.486,834.228
821,768.556,757.9,766.065,751.918,705.257
540,753.121,778.495,737.818,806.061,840.166
510,530.465,527.883,568.878,591.119,601.792
759,570.676,540.228,615.081,568.321,514.958
859,784.457,770.447,780.772,758.517,702.85
618,801.293,822.513,779.644,835.013,855.317
561,601.115,601.026,625.179,648.982,651.76
626,574.411,561.894,609.956,604.912,586.992
722,647.181,631.585,670.095,654.527,617.277
705,716.572,712.928,720.7,729.049,705.814
694,700.534,695.931,708.168,715.548,692.75
912,746.4,718.617,756.395,706.693,627.849
777,880.476,890.088,850.208,875.096,863.715
574,725.85,740.571,719.942,771.25,786.907
808,628.744,598.669,663.554,612.031,547.567
895,829.801,815.344,818.259,795.07,734.469
983,918.491,904.486,891.28,861.976,794.296
917,967.994,969.641,926.47,927.775,894.814
827,895.911,899.225,865.031,878.444,853.333
810,822.635,817.598,807.988,809.085,771.24
925,838.106,819.43,826.822,795.574,725.808
1094,968.28,944.662,936.163,884.062,792.555
817,1022.56,1043.34,965.277,1007.08,1024.58
668,778.815,785.622,766.588,800.268,794.53
507,623.339,630.937,641.547,681.899,696.545
642,536.978,517.406,588.85,555.341,524.172
713,654.714,638.963,678.925,660.422,620.125
528,662.772,671.893,672.316,716.544,729.371
867,608.067,567.531,656.791,569.97,482.107
668,816.4,826.119,795.326,837.473,837.296
687,667.507,655.942,687.348,679.383,645.974
650,681.226,681.115,687.461,705.585,691.987
671,657.785,652.041,670.864,679.642,656.847
801,706.316,689.705,715.621,694.319,641.613
687,778.295,786.012,764.759,786.252,780.358
886,739.627,716.255,746.174,705.596,633.98
747,858.147,868.392,831.148,846.597,841.43
877,783.557,767.373,779.481,748.583,687.437
721,844.531,857.035,818.943,841.288,841.096
811,746.607,734.495,747.319,730.089,682.207
972,856.391,837.615,841.479,795.157,720.527
775,928.919,945.643,889.775,908.862,915.536
636,744.271,755.547,735.63,769.6,773.432
570,620.201,623.177,636.992,668.135,671.359
864,643.492,610.058,672.823,620.059,544.264
598,802.902,827.565,779.535,834.874,863.391
565,589.587,588.852,613.929,639.746,641.122
623,579.109,569.034,609.83,615.41,599.832
660,632.071,624.386,651.967,657.607,637.545
575,639.032,643.831,652.062,684.865,689.691
614,583.968,575.6,613.284,621.679,609.267
662,625.31,616.228,647.364,650.219,628.953
849,708.651,686.063,721.709,685.905,622.444
814,844.303,846.059,823.695,826.097,797.598
760,803.714,806.963,789.118,800.226,779.15
900,796.775,779.882,791.888,759.669,695.266
574,822.823,854.004,794.055,864.341,905.12
845,640.081,607.897,670.863,618.527,548.184
955,875.781,862.692,856.11,823.922,758.87
827,927.059,938.591,889.957,905.169,893.73
983,868.642,850.52,852.208,810.555,735.088
1172,1033.83,1013.59,992.676,925.867,834.085
739,1058.73,1099.44,995.845,1054.91,1120.9
789,751.599,742.476,751.558,743.195,702.535
578,737.452,754.947,728.191,781.609,800.545
682,601.331,585.102,633.056,618.646,588.288
564,650.85,657.378,662.288,698.541,706.697
616,574.141,562.92,609.097,607.197,591.974
552,597.087,597.445,621.989,646.784,651.187
766,602.505,574.949,640.335,597.227,543.272
831,782.015,770.48,777.794,763.183,713.966
971,867.147,848.663,850.914,813.435,738.938
663,896.268,923.609,856.634,918.954,948.634
686,665.773,656.935,682.377,681.82,655.586
432,619.812,638.624,632.001,699.588,738.91
561,465.02,447.709,527.714,504.713,494.969
958,656.346,609.899,694.342,601.133,497.64
721,900.4,919.024,862.765,909.296,919.737
782,733.755,720.44,739.707,726.015,680.384
481,705.589,728.604,699.591,773.852,811.24
756,547.441,514.444,602.629,538.198,479.589
777,759.155,749.263,758.639,752.793,711.662
525,712.27,729.493,707.739,769.084,793.448
533,522.918,515.599,570.437,570.133,568.022
504,521.376,517.561,567.624,575.807,580.915
533,507.579,498.69,560.053,553.05,548.992
717,574.412,549.258,621.373,574.828,525.736
666,700.359,696.063,709.067,719.732,698.534
691,667.254,655.501,686.958,678.66,645.122
670,681.039,673.434,695.714,698.175,671.961
872,715.287,685.397,734.702,680.979,601.521
854,874.949,871.672,849.956,834.315,798.822
954,886.074,871.524,863.883,822.436,758.718
876,941.852,944.155,905.178,891.231,867.777
719,843.823,855.374,818.295,838.637,838.216
987,789.65,759.416,790.41,728.361,635.515
919,976.556,978.536,935.583,915.552,889.353
796,895.193,903.858,863.358,869.996,859.441
708,779.099,784.923,766.608,783.863,772.542
841,744.036,727.56,747.1,720.699,663.647
756,825.48,831.343,805.628,816.631,801.18
789,767.945,761.844,762.566,755.641,718.321
755,784.857,785.711,773.792,779.767,756.008
666,736.129,742.33,731.077,755.167,748.637
663,666.358,663.233,677.653,689.925,673.085
907,724.905,697.025,736.875,687.61,609.538
896,909.958,909.323,879.958,866.076,828.487
909,904.747,901.801,876.429,858.61,815.544
1086,958.705,939.48,928.425,868.316,783.592
1209,1118.59,1103.93,1065.56,990.954,917.444
1289,1221.65,1209.11,1157.75,1069.86,1011.57
956,1188.98,1215.73,1120.14,1118.21,1168.09
997,971.195,965.919,934.04,903.466,850.73
1003,1002.85,1001.09,960.071,932.795,887.855
951,994.117,998.197,950.515,937.445,906.809
913,946.088,948.765,909.611,901.036,867.854
844,900.166,905.738,869.373,873.85,849.745
779,831.153,835.641,811.595,823.046,801.964
832,794.07,785.848,786.023,774.096,729.104
871,844.637,838.393,827.262,814.256,767.801
810,859.185,863.275,835.242,843.626,819.192
654,773.127,785.857,759.776,797.707,801.521
969,731.126,694.618,747.323,677.832,582.642
902,955.71,960.791,916.511,916.293,888.377
905,906.002,903.454,877.118,867.241,824.168
798,881.391,889.702,852.05,869.581,853.609
940,834.629,816.594,823.926,788.412,717.757
890,930.534,933.063,895.669,895.752,863.459
747,856.821,867.991,830.063,858.518,851.554
780,754.685,746.327,753.965,748.546,709.764
821,790.362,781.395,783.481,774.075,729.369
757,805.931,807.73,791.525,805.722,783.068
757,756.249,750.683,754.048,755.807,723.225
927,798.604,775.815,796.554,755.608,680.198
669,864.538,886.01,831.858,886.304,904.284
806,700.101,679.55,715.935,685.906,629.601
639,764.107,774.76,753.067,793.326,796.039
666,641.883,631.957,664.295,661.61,636.711
957,735.135,698.647,752.268,682.54,587.072
851,931.874,936.682,894.413,908.38,885.28
801,838.723,836.853,819.701,827.524,795.596
1078,869.247,834.003,859.842,788.261,678.404
935,1040.76,1048.2,985.522,995.882,979.637
675,870.786,889.332,837.046,891.259,905.667
816,705.956,683.32,722.702,687.462,625.57
916,839.74,820.963,827.988,798.891,730.038
627,843.982,864.097,813.671,876.138,897.179
887,686.695,652.074,714.367,648.085,562.472
956,903.861,887.237,878.94,853.297,785.372
818,921.432,925.164,884.32,905.633,885.771
930,844.02,822.233,832.626,798.747,724.119
1033,963.484,947.25,930.064,873.7,805.36
980,1025.61,1023.31,979.287,942.468,911.787
1016,996.039,986.482,955.996,908.594,856.116
1093,1041.39,1027.48,996.955,933.165,870.253
1014,1076.14,1076.52,1023.47,983.661,960.667
990,1013.97,1011.08,969.702,933.501,896.073
784,944.882,960.997,903.511,918.304,926.666
840,802.82,794.228,792.373,775.277,729.051
1312,963.854,913.849,944.125,815.559,660.832
1357,1303.92,1287.54,1236.17,1119.2,1076.97
961,1231.59,1258.07,1162.21,1144.89,1216.54
1196,1025.91,999.783,988.215,901.921,800.876
968,1133.46,1149.75,1071.49,1055.44,1073.92
912,959.846,963.22,921.175,907.927,879.506
1040,949.867,935.201,919.109,869.199,796.635
996,1033.06,1035.04,985.316,958.279,926.174
1044,1013.08,1006.45,970.656,928.981,874.025
899,1011.46,1023.91,963.127,962.289,955.354
940,914.504,908.925,885.76,861.506,811.224
885,931.508,935.694,896.66,891.26,863.19
881,888.85,887.79,862.328,852.02,813.621
801,865.668,872.196,839.808,849.389,830.145
748,790.812,793.861,778.412,790.389,770.301
741,747.866,745.593,745.071,750.598,724.36
824,763.046,751.6,761.648,745.289,697.274
